ID	adj.P.Val	P.Value	t	B	logFC
677818_at	4.32e-03	6.45e-05	4.842411	1.771109	1.9757178
670_at	4.37e-03	6.55e-05	4.836591	1.757186	1.7144116
55379_at	4.37e-03	6.57e-05	-4.8355997	1.754814	-1.2559854
196463_at	4.39e-03	6.61e-05	-4.8330539	1.748724	-1.0121617
90632_at	4.39e-03	6.62e-05	4.8321507	1.746563	1.3899889
100874096_at	4.41e-03	6.67e-05	4.8292445	1.73961	1.7380336
3081_at	4.42e-03	6.70e-05	4.8275389	1.735529	2.1974468
23052_at	4.46e-03	6.80e-05	-4.8215014	1.721084	-0.8330469
283209_at	4.46e-03	6.81e-05	-4.8212929	1.720585	-1.3041773
692086_at	4.46e-03	6.84e-05	4.8196122	1.716563	2.1290503
3678_at	4.46e-03	6.84e-05	-4.8192389	1.71567	-1.6893836
23451_at	4.46e-03	6.84e-05	4.8190559	1.715232	0.654021
25923_at	4.50e-03	6.96e-05	-4.8125459	1.699655	-0.6952523
301_at	4.50e-03	6.96e-05	-4.8124518	1.69943	-1.0710329
84190_at	4.50e-03	6.98e-05	4.811404	1.696923	0.9784754
100874243_at	4.50e-03	6.99e-05	4.8105607	1.694905	1.4234607
100506860_at	4.50e-03	7.00e-05	4.8101603	1.693947	2.1746814
3423_at	4.55e-03	7.10e-05	-4.8047082	1.6809	-0.8145464
57580_at	4.60e-03	7.19e-05	-4.7993845	1.668159	-1.3793812
10388_at	4.64e-03	7.27e-05	4.7949266	1.657491	1.3607194
2318_at	4.66e-03	7.32e-05	-4.792488	1.651654	-0.9113104
55707_at	4.66e-03	7.34e-05	-4.7914278	1.649117	-0.8769436
22821_at	4.74e-03	7.48e-05	-4.7836168	1.630422	-1.3805644
4035_at	4.77e-03	7.55e-05	-4.7803543	1.622613	-1.261404
11021_at	4.77e-03	7.57e-05	-4.7793499	1.620209	-1.1792038
79741_at	4.82e-03	7.67e-05	4.7740266	1.607467	1.0083847
57178_at	4.82e-03	7.69e-05	-4.7726611	1.604198	-0.9700887
4356_at	4.82e-03	7.71e-05	4.7720914	1.602835	1.0112326
1429_at	4.92e-03	7.88e-05	4.7633175	1.581832	1.1592416
9351_at	4.92e-03	7.91e-05	-4.7617673	1.578121	-1.111417
5819_at	4.92e-03	7.92e-05	-4.7609915	1.576263	-0.9054681
6296_at	4.92e-03	7.95e-05	4.7595986	1.572929	1.7265915
7532_at	4.92e-03	7.98e-05	-4.7584419	1.57016	-0.6823968
646329_at	4.92e-03	7.99e-05	4.7576394	1.568239	0.7593195
643376_at	4.92e-03	8.00e-05	4.7571512	1.56707	1.025736
1284_at	4.96e-03	8.09e-05	-4.7527116	1.556442	-1.4244997
256764_at	5.04e-03	8.24e-05	4.7454764	1.53912	2.2282852
101929425_at	5.04e-03	8.29e-05	4.7432967	1.533901	1.4859047
392_at	5.04e-03	8.29e-05	-4.7428675	1.532874	-0.9990097
79807_at	5.04e-03	8.30e-05	4.7427361	1.532559	1.2864021
2050_at	5.10e-03	8.42e-05	-4.7369701	1.518754	-1.3805645
5329_at	5.12e-03	8.47e-05	-4.7346182	1.513123	-1.8324761
28962_at	5.14e-03	8.52e-05	-4.7323179	1.507615	-0.6463575
54498_at	5.15e-03	8.56e-05	-4.7305371	1.503352	-1.5668293
9270_at	5.21e-03	8.68e-05	-4.7248976	1.489848	-0.8244092
85236_at	5.26e-03	8.77e-05	-4.7206818	1.479754	-0.9470952
10908_at	5.26e-03	8.80e-05	-4.7193652	1.476601	-0.9194106
26020_at	5.27e-03	8.84e-05	-4.717504	1.472145	-0.9509555
65059_at	5.40e-03	9.07e-05	-4.7074407	1.448047	-1.0798351
130013_at	5.40e-03	9.12e-05	4.7052039	1.442691	2.2120008
94059_at	5.40e-03	9.13e-05	4.7049581	1.442102	0.8056084
641977_at	5.50e-03	9.32e-05	4.6968003	1.422567	0.9876361
654841_at	5.59e-03	9.48e-05	4.6900501	1.406402	1.4305205
64319_at	5.61e-03	9.59e-05	-4.6852784	1.394975	-1.5353009
1644_at	5.61e-03	9.59e-05	4.6851942	1.394773	2.3205617
283349_at	5.61e-03	9.60e-05	-4.6850558	1.394441	-1.5350657
64577_at	5.61e-03	9.61e-05	4.6843966	1.392863	1.7020387
10446_at	5.67e-03	9.73e-05	-4.6798148	1.38189	-1.2949761
9300_at	5.69e-03	9.79e-05	4.6771578	1.375527	1.6826123
101929540_at	5.81e-03	1.00e-04	4.6679166	1.353395	1.3343794
10625_at	5.84e-03	1.01e-04	4.6649269	1.346235	1.0470947
100507299_at	5.85e-03	1.01e-04	4.6639063	1.343791	1.2704874
692211_at	5.86e-03	1.02e-04	4.6622189	1.339749	1.3506642
22877_at	5.89e-03	1.02e-04	-4.6591535	1.332408	-1.0335136
9275_at	5.90e-03	1.03e-04	-4.6556196	1.323944	-1.0720198
8482_at	5.90e-03	1.03e-04	-4.6553504	1.323299	-1.8179785
10014_at	5.90e-03	1.04e-04	-4.654981	1.322414	-1.1104075
9516_at	5.90e-03	1.04e-04	-4.6547226	1.321796	-0.9385963
59274_at	5.90e-03	1.04e-04	-4.6543178	1.320826	-0.8270473
26232_at	5.94e-03	1.05e-04	-4.6506362	1.312008	-1.2315493
100507242_at	6.01e-03	1.06e-04	4.6448841	1.298232	1.4918411
4245_at	6.04e-03	1.07e-04	-4.6413205	1.289697	-0.8753361
100500873_at	6.04e-03	1.07e-04	4.641283	1.289607	1.5179032
4543_at	6.05e-03	1.08e-04	4.6391577	1.284517	1.4053776
5900_at	6.05e-03	1.08e-04	-4.6388289	1.28373	-1.3469004
64857_at	6.05e-03	1.08e-04	-4.6374256	1.280369	-1.1738879
4323_at	6.05e-03	1.08e-04	-4.6364587	1.278053	-1.5521433
201266_at	6.05e-03	1.09e-04	-4.636176	1.277376	-1.2313823
83541_at	6.06e-03	1.09e-04	-4.6342392	1.272737	-1.4142722
100996266_at	6.06e-03	1.10e-04	4.6328126	1.26932	2.9444319
9545_at	6.06e-03	1.10e-04	-4.6326409	1.268909	-1.1830825
51150_at	6.06e-03	1.10e-04	-4.6322361	1.267939	-0.9439778
1278_at	6.06e-03	1.10e-04	-4.6305621	1.26393	-1.932765
285189_at	6.06e-03	1.10e-04	4.6302045	1.263073	1.8573394
5362_at	6.08e-03	1.11e-04	-4.6280832	1.257993	-1.175873
8999_at	6.08e-03	1.11e-04	4.6276415	1.256935	1.3296203
25939_at	6.10e-03	1.12e-04	-4.6253581	1.251466	-1.5407658
10548_at	6.10e-03	1.12e-04	-4.6243023	1.248937	-0.8707052
130271_at	6.11e-03	1.12e-04	4.6231228	1.246112	1.3090819
7305_at	6.12e-03	1.13e-04	-4.6203805	1.239544	-2.1553371
100132352_at	6.12e-03	1.13e-04	4.6198102	1.238178	1.2619142
257629_at	6.12e-03	1.13e-04	4.6193194	1.237003	2.3020242
5496_at	6.12e-03	1.13e-04	-4.6188615	1.235906	-0.7586554
26136_at	6.12e-03	1.14e-04	-4.6182328	1.2344	-1.2461455
55224_at	6.12e-03	1.14e-04	4.6170383	1.231539	1.520004
57130_at	6.13e-03	1.14e-04	-4.6157564	1.228469	-0.9149224
29108_at	6.14e-03	1.15e-04	-4.6143204	1.22503	-1.89773
3689_at	6.15e-03	1.15e-04	-4.6131603	1.222251	-1.6351261
1154_at	6.18e-03	1.16e-04	4.610214	1.215195	1.0760722
7165_at	6.31e-03	1.19e-04	-4.6013094	1.193868	-0.7327166
137872_at	6.32e-03	1.19e-04	4.5992984	1.189051	1.6729813
90952_at	6.33e-03	1.20e-04	-4.5980828	1.18614	-1.0752563
4501_at	6.34e-03	1.20e-04	4.5955697	1.180121	1.1904277
677771_at	6.34e-03	1.22e-04	4.591386	1.1701	1.6843293
91133_at	6.34e-03	1.22e-04	4.5912122	1.169684	1.2569802
56905_at	6.34e-03	1.22e-04	-4.5911546	1.169546	-1.226172
89790_at	6.34e-03	1.22e-04	-4.5910577	1.169314	-2.0573199
54541_at	6.34e-03	1.22e-04	4.5909199	1.168984	1.1733514
51586_at	6.34e-03	1.22e-04	-4.5908453	1.168806	-0.8684914
123920_at	6.34e-03	1.22e-04	-4.5900773	1.166966	-0.9576158
51092_at	6.34e-03	1.22e-04	-4.5899917	1.166761	-0.94583
100616343_at	6.35e-03	1.22e-04	4.5890659	1.164544	1.7698615
203328_at	6.39e-03	1.23e-04	4.5853384	1.155616	1.3972782
102723403_at	6.40e-03	1.24e-04	4.5841231	1.152706	1.0370216
100131434_at	6.45e-03	1.26e-04	4.5786368	1.139566	1.1330162
780853_at	6.45e-03	1.26e-04	4.5777063	1.137337	2.6629052
348254_at	6.45e-03	1.26e-04	4.5759346	1.133094	1.3583287
3769_at	6.45e-03	1.26e-04	4.5758251	1.132832	1.3650364
56969_at	6.45e-03	1.26e-04	4.575768	1.132695	2.2592715
29978_at	6.45e-03	1.27e-04	-4.5747233	1.130193	-0.827304
9448_at	6.45e-03	1.27e-04	-4.5746494	1.130016	-0.8947758
1528_at	6.45e-03	1.27e-04	4.5745882	1.12987	1.0221127
4125_at	6.46e-03	1.27e-04	-4.5725813	1.125063	-1.385521
51631_at	6.46e-03	1.28e-04	4.5724709	1.124799	1.5116961
118980_at	6.46e-03	1.28e-04	4.5711188	1.121561	1.6622415
142685_at	6.46e-03	1.28e-04	4.5701705	1.11929	1.4947106
34_at	6.46e-03	1.29e-04	4.5690356	1.116572	1.1110044
1768_at	6.46e-03	1.29e-04	4.5682574	1.114708	0.7736961
27106_at	6.46e-03	1.29e-04	4.5680274	1.114157	1.2807892
2828_at	6.46e-03	1.29e-04	-4.5669592	1.111599	-1.6246032
4493_at	6.46e-03	1.29e-04	4.5667503	1.111099	1.7763922
677772_at	6.46e-03	1.30e-04	4.5658953	1.109051	1.2662536
56171_at	6.46e-03	1.30e-04	4.5655505	1.108225	1.0868715
65992_at	6.50e-03	1.31e-04	-4.5623085	1.100461	-0.7089068
677808_at	6.50e-03	1.31e-04	4.5608487	1.096965	2.2458161
100033430_at	6.50e-03	1.32e-04	4.5600009	1.094934	1.3613853
57192_at	6.50e-03	1.32e-04	-4.5599483	1.094809	-1.084998
2004_at	6.54e-03	1.33e-04	-4.5566929	1.087012	-1.0244584
9092_at	6.57e-03	1.34e-04	-4.5539046	1.080335	-1.0279708
55186_at	6.59e-03	1.34e-04	4.5524718	1.076904	1.0199523
5777_at	6.61e-03	1.35e-04	-4.5500144	1.071019	-1.3086146
151531_at	6.61e-03	1.35e-04	4.5496223	1.07008	2.0929329
6568_at	6.63e-03	1.36e-04	4.5474085	1.064778	2.6041077
30008_at	6.73e-03	1.38e-04	-4.5407876	1.048923	-0.903185
374462_at	6.73e-03	1.39e-04	4.5395851	1.046043	1.5685595
7329_at	6.73e-03	1.39e-04	-4.5394485	1.045716	-0.5945496
9988_at	6.76e-03	1.39e-04	4.5369211	1.039664	1.1640565
79674_at	6.79e-03	1.40e-04	4.5341148	1.032944	1.4197957
29958_at	6.79e-03	1.41e-04	4.5338732	1.032365	2.2516454
2000_at	6.86e-03	1.42e-04	-4.5290589	1.020837	-1.3163971
23625_at	6.87e-03	1.43e-04	-4.5276543	1.017474	-1.2327968
10981_at	6.87e-03	1.43e-04	-4.5268036	1.015437	-1.1333767
100500802_at	6.89e-03	1.44e-04	4.5246805	1.010353	1.9210113
960_at	6.99e-03	1.46e-04	-4.5184218	0.995367	-1.4904674
333_at	7.09e-03	1.48e-04	-4.5122442	0.980575	-1.1111584
26509_at	7.17e-03	1.51e-04	-4.5068509	0.967662	-0.9963216
50839_at	7.17e-03	1.51e-04	4.5061509	0.965986	1.5651497
23360_at	7.20e-03	1.52e-04	4.5036645	0.960033	0.9847005
6282_at	7.23e-03	1.53e-04	-4.5015761	0.955033	-0.8347903
101928470_at	7.24e-03	1.53e-04	4.5003265	0.952041	2.3321451
1555_at	7.26e-03	1.54e-04	4.4981586	0.946851	2.7643684
8507_at	7.26e-03	1.54e-04	-4.4973878	0.945005	-1.4211631
51585_at	7.32e-03	1.56e-04	4.4934415	0.935557	0.7335422
4000_at	7.36e-03	1.57e-04	-4.4905178	0.928558	-1.0670155
1398_at	7.41e-03	1.58e-04	-4.4869635	0.920049	-0.8607877
84707_at	7.55e-03	1.61e-04	4.479198	0.901459	0.8450972
4496_at	7.55e-03	1.62e-04	4.4781641	0.898984	1.6320852
23041_at	7.59e-03	1.63e-04	4.4751217	0.891701	0.8835053
142_at	7.59e-03	1.63e-04	-4.4750199	0.891458	-0.8737877
6723_at	7.60e-03	1.64e-04	-4.4735577	0.887958	-1.2120399
100288798_at	7.62e-03	1.65e-04	4.4716342	0.883353	1.7466427
646201_at	7.63e-03	1.65e-04	4.4705928	0.880861	1.4889156
255877_at	7.71e-03	1.67e-04	-4.4653079	0.86821	-1.9188787
100500854_at	7.71e-03	1.68e-04	4.464439	0.866131	2.4120876
378938_at	7.71e-03	1.68e-04	4.4629146	0.862482	0.6064003
728040_at	7.71e-03	1.68e-04	4.4627712	0.862139	2.2319734
2131_at	7.71e-03	1.68e-04	-4.4626706	0.861898	-0.6885705
1520_at	7.71e-03	1.68e-04	-4.4624223	0.861304	-2.058878
202333_at	7.73e-03	1.69e-04	4.4602081	0.856004	1.2255131
8342_at	7.73e-03	1.70e-04	-4.458595	0.852143	-1.9331339
3339_at	7.73e-03	1.70e-04	-4.4581938	0.851183	-1.3445665
3087_at	7.73e-03	1.70e-04	-4.4580768	0.850903	-1.5918819
5034_at	7.73e-03	1.71e-04	-4.4574259	0.849345	-0.8793676
159963_at	7.73e-03	1.71e-04	4.4560549	0.846064	2.6991086
11015_at	7.73e-03	1.71e-04	-4.4557807	0.845408	-1.5712975
10525_at	7.73e-03	1.71e-04	-4.45571	0.845238	-0.9374436
337873_at	7.79e-03	1.73e-04	4.451909	0.836141	1.6605329
92609_at	7.84e-03	1.74e-04	-4.4485442	0.828089	-0.7243755
101927944_at	7.84e-03	1.75e-04	4.447913	0.826578	1.4858516
6548_at	7.87e-03	1.76e-04	-4.4448106	0.819153	-1.1334448
54477_at	7.87e-03	1.76e-04	4.4447467	0.819	0.9091807
101929633_at	7.88e-03	1.76e-04	4.4439512	0.817097	2.3245621
55700_at	7.90e-03	1.77e-04	-4.4421157	0.812704	-1.0497576
100507113_at	7.90e-03	1.78e-04	4.44136	0.810896	1.7706008
64748_at	7.91e-03	1.78e-04	-4.4402261	0.808182	-0.9627841
10748_at	7.99e-03	1.80e-04	4.4357629	0.797502	1.2033765
3172_at	8.02e-03	1.81e-04	4.4335524	0.792213	1.3204219
101929500_at	8.04e-03	1.82e-04	4.4311407	0.786442	2.3383498
7077_at	8.04e-03	1.82e-04	-4.431128	0.786412	-0.8574511
3991_at	8.05e-03	1.83e-04	-4.4300025	0.783718	-0.9431474
5479_at	8.06e-03	1.83e-04	-4.4288072	0.780858	-0.5974934
9019_at	8.09e-03	1.85e-04	-4.4261801	0.774572	-0.7815582
80157_at	8.09e-03	1.85e-04	4.4255737	0.773122	0.9587126
2802_at	8.09e-03	1.85e-04	-4.42528	0.772419	-0.7162465
9022_at	8.09e-03	1.85e-04	-4.4246233	0.770848	-1.5319024
56926_at	8.12e-03	1.86e-04	-4.4224602	0.765672	-1.0872848
100131089_at	8.17e-03	1.88e-04	4.4191005	0.757634	0.8573251
1831_at	8.18e-03	1.89e-04	4.4175627	0.753955	0.9412039
8029_at	8.18e-03	1.89e-04	4.4175591	0.753946	2.692921
1586_at	8.25e-03	1.91e-04	4.4135186	0.74428	2.3178457
55558_at	8.27e-03	1.91e-04	-4.4115093	0.739473	-1.1156592
57002_at	8.29e-03	1.92e-04	4.4096364	0.734992	0.6740794
4117_at	8.29e-03	1.92e-04	4.4095573	0.734803	1.0615664
4296_at	8.30e-03	1.93e-04	-4.4082004	0.731557	-0.9945259
1175_at	8.33e-03	1.94e-04	-4.4060831	0.726492	-0.9054183
94097_at	8.33e-03	1.94e-04	4.4056256	0.725398	1.1359278
7701_at	8.34e-03	1.95e-04	-4.4043457	0.722336	-0.8259014
161436_at	8.38e-03	1.96e-04	4.4013998	0.715289	0.7463172
1475_at	8.38e-03	1.96e-04	-4.4012862	0.715018	-1.6907532
338094_at	8.40e-03	1.98e-04	4.399096	0.709779	2.4451059
254778_at	8.40e-03	1.98e-04	4.3983795	0.708065	1.4113952
2767_at	8.40e-03	1.98e-04	-4.3983752	0.708055	-1.0379128
100873980_at	8.44e-03	1.99e-04	4.3953566	0.700834	1.6622838
4794_at	8.44e-03	2.00e-04	-4.3949371	0.699831	-1.0808516
8682_at	8.48e-03	2.01e-04	-4.3923732	0.693699	-0.7489651
3760_at	8.61e-03	2.05e-04	4.3853319	0.676859	1.4281273
6778_at	8.61e-03	2.05e-04	-4.3852612	0.67669	-0.7113698
9774_at	8.64e-03	2.06e-04	4.3827801	0.670756	0.9298855
684_at	8.64e-03	2.06e-04	-4.3825255	0.670147	-1.1583174
9130_at	8.65e-03	2.07e-04	-4.3812004	0.666978	-0.9591598
153770_at	8.69e-03	2.08e-04	4.3782475	0.659917	0.7888148
288_at	8.69e-03	2.09e-04	4.3774443	0.657996	1.2259819
90799_at	8.69e-03	2.09e-04	4.3773403	0.657748	1.2171864
80221_at	8.69e-03	2.09e-04	4.3765846	0.655941	1.6409532
101927062_at	8.69e-03	2.09e-04	4.3760865	0.654749	2.1417969
353322_at	8.69e-03	2.10e-04	-4.3758684	0.654228	-1.1547432
100313771_at	8.73e-03	2.11e-04	4.3730956	0.647598	2.2143895
349149_at	8.75e-03	2.12e-04	4.371514	0.643816	1.1543064
161742_at	8.76e-03	2.13e-04	-4.3694967	0.638992	-0.8523209
9334_at	8.76e-03	2.13e-04	-4.3693502	0.638642	-1.1579723
55089_at	8.76e-03	2.13e-04	4.3692821	0.638479	1.3266842
5119_at	8.77e-03	2.14e-04	-4.368099	0.635651	-1.046916
11273_at	8.79e-03	2.15e-04	-4.3662166	0.63115	-0.6878323
9532_at	8.79e-03	2.15e-04	-4.3659353	0.630477	-1.0014968
9922_at	8.79e-03	2.15e-04	-4.3655421	0.629537	-0.8723635
101927960_at	8.81e-03	2.16e-04	4.3638297	0.625443	2.8019159
677775_at	8.84e-03	2.17e-04	4.3619792	0.621019	2.0929517
10841_at	8.85e-03	2.18e-04	4.3609004	0.61844	1.9241069
1579_at	8.86e-03	2.18e-04	4.3597524	0.615695	3.1541188
10318_at	8.86e-03	2.19e-04	-4.3590218	0.613949	-0.8309923
6586_at	8.88e-03	2.19e-04	-4.3576866	0.610757	-1.0399854
5053_at	8.91e-03	2.21e-04	4.3553902	0.605267	2.6808948
11100_at	8.91e-03	2.21e-04	-4.3548484	0.603972	-0.6611829
5340_at	8.91e-03	2.21e-04	4.3538573	0.601602	2.933553
91107_at	8.91e-03	2.22e-04	-4.3536835	0.601187	-0.953295
54810_at	8.92e-03	2.22e-04	4.3525827	0.598556	2.2740012
7016_at	8.99e-03	2.24e-04	-4.3489831	0.589951	-0.8936268
10455_at	9.09e-03	2.27e-04	4.3438608	0.577708	0.8744095
57655_at	9.13e-03	2.28e-04	-4.3415718	0.572237	-1.2434584
56899_at	9.13e-03	2.29e-04	4.3411334	0.571189	1.1838224
1435_at	9.15e-03	2.30e-04	-4.3393495	0.566926	-1.0607718
50507_at	9.16e-03	2.30e-04	4.3384497	0.564775	1.2965094
4773_at	9.17e-03	2.31e-04	-4.3375739	0.562682	-1.1081203
64901_at	9.26e-03	2.34e-04	4.3327667	0.551194	0.8673029
4947_at	9.26e-03	2.34e-04	-4.3321365	0.549688	-0.9043592
60487_at	9.27e-03	2.35e-04	4.3306717	0.546187	1.1454461
5514_at	9.27e-03	2.36e-04	4.3289993	0.542191	0.5901576
340544_at	9.27e-03	2.36e-04	4.3287659	0.541634	0.9682045
57577_at	9.27e-03	2.36e-04	4.3287347	0.541559	1.1382512
2014_at	9.27e-03	2.36e-04	-4.3283388	0.540613	-0.9822409
4363_at	9.27e-03	2.36e-04	-4.3282221	0.540334	-0.904189
129881_at	9.30e-03	2.37e-04	4.3264778	0.536166	0.9215383
57222_at	9.31e-03	2.38e-04	-4.3253511	0.533474	-0.7993419
23014_at	9.35e-03	2.39e-04	4.3232194	0.52838	1.0061986
8971_at	9.36e-03	2.40e-04	-4.3214214	0.524084	-0.8412329
6095_at	9.36e-03	2.41e-04	4.320387	0.521613	1.0486937
5093_at	9.36e-03	2.41e-04	-4.3201935	0.521151	-0.7143287
29888_at	9.36e-03	2.41e-04	-4.319951	0.520571	-0.9228909
23654_at	9.36e-03	2.42e-04	-4.3194864	0.519461	-0.7821128
202151_at	9.36e-03	2.42e-04	4.3191983	0.518773	1.841341
11221_at	9.41e-03	2.43e-04	-4.316414	0.512121	-1.6227539
143941_at	9.41e-03	2.44e-04	4.3158759	0.510836	1.3328124
55297_at	9.43e-03	2.45e-04	4.3137013	0.50564	1.0828547
92799_at	9.43e-03	2.45e-04	-4.3133575	0.504819	-1.1383237
101927783_at	9.43e-03	2.46e-04	4.3127033	0.503256	0.7716903
23327_at	9.43e-03	2.46e-04	4.3123737	0.502469	0.9031766
7124_at	9.43e-03	2.47e-04	-4.3109145	0.498983	-1.2857525
389_at	9.43e-03	2.47e-04	-4.3109041	0.498958	-0.6931252
57104_at	9.43e-03	2.47e-04	-4.3104082	0.497774	-1.0592184
1647_at	9.43e-03	2.47e-04	-4.3101992	0.497274	-0.9887923
51655_at	9.46e-03	2.48e-04	4.308254	0.492628	1.6282848
101929064_at	9.62e-03	2.53e-04	4.3010283	0.475369	0.712473
84886_at	9.62e-03	2.54e-04	-4.3001698	0.473318	-1.1053628
10919_at	9.62e-03	2.54e-04	-4.299891	0.472652	-0.8145433
81606_at	9.64e-03	2.55e-04	-4.2978827	0.467856	-1.0075673
4067_at	9.64e-03	2.56e-04	-4.297141	0.466084	-1.6055928
677828_at	9.64e-03	2.56e-04	4.2969503	0.465629	1.5849922
91607_at	9.64e-03	2.56e-04	-4.2967165	0.465071	-1.5825319
79612_at	9.75e-03	2.59e-04	4.2915373	0.452702	0.8130813
3397_at	9.75e-03	2.60e-04	-4.2909227	0.451235	-1.1420453
719_at	9.86e-03	2.63e-04	-4.2855809	0.438479	-2.3981181
11001_at	9.86e-03	2.64e-04	4.2848565	0.436749	2.6008311
6618_at	9.86e-03	2.64e-04	-4.2846375	0.436227	-1.1644254
51816_at	9.86e-03	2.64e-04	-4.2841648	0.435098	-1.3362503
2149_at	9.96e-03	2.67e-04	-4.2796575	0.424337	-0.8068976
5095_at	9.97e-03	2.68e-04	4.2786636	0.421964	1.1594126
51447_at	9.97e-03	2.68e-04	4.2780384	0.420471	0.730712
249_at	9.97e-03	2.69e-04	4.2774362	0.419033	1.8475125
100132618_at	9.99e-03	2.70e-04	4.2760025	0.415611	0.6595914
714_at	9.99e-03	2.70e-04	-4.2755508	0.414532	-2.5464772
871_at	1.01e-02	2.73e-04	-4.2714792	0.404813	-0.8313244
9293_at	1.01e-02	2.73e-04	4.2707795	0.403143	0.9643685
4036_at	1.01e-02	2.73e-04	4.2706589	0.402855	1.9696116
5376_at	1.01e-02	2.74e-04	-4.2695316	0.400164	-1.1283407
389015_at	1.01e-02	2.74e-04	4.2690851	0.399098	1.9540842
23491_at	1.01e-02	2.74e-04	4.2690625	0.399044	1.324337
7837_at	1.01e-02	2.75e-04	-4.2686716	0.398111	-1.7372895
6421_at	1.03e-02	2.80e-04	4.2606205	0.378895	0.7704106
57333_at	1.03e-02	2.83e-04	-4.2569384	0.370108	-0.9680477
58517_at	1.04e-02	2.84e-04	4.2549977	0.365477	0.7325076
79611_at	1.04e-02	2.86e-04	4.2530091	0.360732	1.8522198
715_at	1.04e-02	2.87e-04	-4.2513398	0.356749	-1.0693232
55608_at	1.04e-02	2.87e-04	4.2511676	0.356338	0.9456542
65975_at	1.04e-02	2.87e-04	4.2504645	0.35466	1.129371
51268_at	1.04e-02	2.88e-04	4.2500762	0.353733	2.3738088
7409_at	1.04e-02	2.89e-04	-4.2490191	0.351211	-1.2001224
10695_at	1.05e-02	2.91e-04	-4.2456224	0.343107	-0.7909345
195827_at	1.05e-02	2.92e-04	-4.2442572	0.33985	-1.7613265
5169_at	1.05e-02	2.93e-04	4.2435911	0.338261	1.3897319
1192_at	1.06e-02	2.94e-04	-4.2418053	0.334001	-0.5311505
10207_at	1.06e-02	2.95e-04	4.2398499	0.329336	0.8753054
9415_at	1.06e-02	2.95e-04	-4.2396393	0.328834	-1.1046259
23129_at	1.06e-02	2.96e-04	-4.2394426	0.328364	-1.3415861
4329_at	1.06e-02	2.96e-04	4.2387844	0.326794	1.6047707
9817_at	1.06e-02	2.97e-04	-4.2379274	0.32475	-0.9827938
3936_at	1.06e-02	2.97e-04	-4.2373896	0.323467	-1.7246516
55937_at	1.06e-02	2.98e-04	4.2367629	0.321972	2.3203645
8078_at	1.06e-02	2.98e-04	-4.2364404	0.321203	-1.0177338
93010_at	1.07e-02	3.00e-04	-4.2337041	0.314676	-0.8388518
7086_at	1.07e-02	3.01e-04	-4.2327882	0.312492	-0.8476746
245972_at	1.07e-02	3.01e-04	4.2322449	0.311196	3.145739
8943_at	1.07e-02	3.02e-04	-4.2314388	0.309273	-0.6830537
94161_at	1.07e-02	3.03e-04	4.2293594	0.304314	2.4125725
51179_at	1.07e-02	3.05e-04	4.2274948	0.299867	2.7285503
4242_at	1.08e-02	3.07e-04	-4.2248546	0.293571	-1.0359944
440270_at	1.08e-02	3.07e-04	4.2243301	0.29232	2.8370515
311_at	1.09e-02	3.09e-04	-4.2219471	0.286638	-0.7058379
8529_at	1.09e-02	3.09e-04	4.2212679	0.285018	1.6356815
29842_at	1.09e-02	3.11e-04	4.219664	0.281194	1.8169357
440590_at	1.09e-02	3.11e-04	4.2190978	0.279844	1.1493161
122509_at	1.09e-02	3.12e-04	-4.2184613	0.278326	-1.3372011
6926_at	1.09e-02	3.12e-04	-4.217675	0.276451	-1.2499127
553103_at	1.09e-02	3.13e-04	4.2166547	0.274019	0.9894576
56882_at	1.09e-02	3.13e-04	-4.2164392	0.273505	-1.2238056
124491_at	1.09e-02	3.15e-04	-4.2140506	0.26781	-1.1033894
54587_at	1.09e-02	3.16e-04	-4.2132557	0.265915	-1.0970307
1282_at	1.09e-02	3.16e-04	-4.2132304	0.265855	-1.2962894
692148_at	1.10e-02	3.18e-04	4.2102622	0.258779	2.1612085
7328_at	1.10e-02	3.18e-04	-4.2098473	0.25779	-0.6988322
64776_at	1.10e-02	3.19e-04	4.2096916	0.257418	0.9528402
93627_at	1.10e-02	3.19e-04	4.2095891	0.257174	0.7200824
284047_at	1.10e-02	3.20e-04	4.2075054	0.252207	1.8291672
57608_at	1.10e-02	3.21e-04	-4.2064587	0.249712	-1.3998302
2897_at	1.11e-02	3.23e-04	4.2042426	0.24443	1.291885
10608_at	1.11e-02	3.24e-04	-4.2031108	0.241732	-0.9262382
677799_at	1.11e-02	3.24e-04	4.2030303	0.24154	2.7069917
5208_at	1.11e-02	3.24e-04	4.2025026	0.240282	1.3220244
654502_at	1.11e-02	3.25e-04	4.2022225	0.239615	1.9087939
3059_at	1.11e-02	3.25e-04	-4.2016279	0.238197	-1.8934082
3273_at	1.11e-02	3.26e-04	4.2009895	0.236676	2.6875096
439996_at	1.11e-02	3.26e-04	4.2001535	0.234683	1.1839313
9640_at	1.11e-02	3.27e-04	-4.199606	0.233379	-0.7270649
55195_at	1.11e-02	3.27e-04	4.1991099	0.232196	1.6521712
2110_at	1.11e-02	3.28e-04	4.1986635	0.231133	0.9173059
100302692_at	1.11e-02	3.28e-04	4.1985613	0.230889	1.5956946
5189_at	1.11e-02	3.28e-04	4.19805	0.229671	0.8042622
10523_at	1.11e-02	3.29e-04	-4.1970166	0.227208	-0.9124259
1839_at	1.11e-02	3.30e-04	-4.1955399	0.223689	-1.4456736
