IDconv,ID,adj.P.Val,P.Value,t,B,logFC,ensembl_gene_id,hgnc_symbol
101929552,101929552_at,0.973,0.92,-0.1020066,-6.3662280000000004,-0.0341617,ENSG00000263063,
101929555,101929555_at,0.618,0.287,1.0903152,-5.784757,0.2144284,NA,NA
101929557,101929557_at,0.677,0.354,0.945375,-5.927639,0.2060903,ENSG00000281097,LINC01395
101929558,101929558_at,0.726,0.416,0.8277928,-6.029675,0.4836549,NA,NA
101929559,101929559_at,0.952,0.859,0.1798175,-6.355137,0.03992,NA,NA
101929560,101929560_at,0.858,0.636,0.4788014,-6.256014,0.1594394,NA,NA
101929563,101929563_at,0.867,0.655,0.45199,-6.268529,0.0536593,ENSG00000283982,
101929565,101929565_at,0.914,0.762,0.3061768,-6.324133,0.0483814,ENSG00000228067,LINC01740
101929566,101929566_at,0.852,0.625,-0.4948752,-6.248171,-0.1043736,NA,NA
101929567,101929567_at,0.901,0.733,0.3447951,-6.311466,0.070228,ENSG00000236008,LINC01814
101929570,101929570_at,0.924,0.785,0.2763275,-6.332903,0.0435027,ENSG00000237750,KCNH7-AS1
101929574,101929574_at,0.679,0.357,0.9388855,-5.933598,0.2012616,ENSG00000226659,
101929577,101929577_at,0.0352,0.00212,3.4495865,-1.525561,0.8358659,ENSG00000249635,
101929580,101929580_at,0.787,0.513,-0.6644474,-6.150116,-0.2214387,NA,NA
101929582,101929582_at,0.913,0.76,-0.3084399,-6.323432,-0.0606819,ENSG00000236306,LINC01241
101929584,101929584_at,0.987,0.96,-0.0512923,-6.370162,-0.0107763,ENSG00000256115,LINC02443
101929585,101929585_at,0.923,0.781,-0.2814589,-6.331459,-0.0516721,NA,NA
101929586,101929586_at,0.772,0.485,0.7091603,-6.11965,0.1202947,ENSG00000259175,
101929587,101929587_at,0.26,0.0549,-2.0200107,-4.470613,-0.4937628,NA,NA
101929590,101929590_at,0.839,0.601,0.5303832,-6.229951,0.1427929,NA,NA
101929591,101929591_at,0.0371,0.00232,3.4125495,-1.610216,0.6101354,ENSG00000232712,KIZ-AS1
101929592,101929592_at,0.94,0.826,-0.2223751,-6.346487,-0.0408804,ENSG00000229444,ST3GAL3-AS1
101929593,101929593_at,0.998,0.993,-0.0084977,-6.371457,-0.0021974,NA,NA
101929596,101929596_at,0.944,0.835,0.2102443,-6.349138,0.0502582,ENSG00000231367,LINC02613
101929602,101929602_at,0.804,0.538,-0.6242847,-6.175852,-0.1657896,ENSG00000234676,IFT74-AS1
101929604,101929604_at,0.429,0.137,1.5404103,-5.228455,0.3878304,NA,NA
101929607,101929607_at,0.956,0.875,0.1588393,-6.358729,0.0364711,ENSG00000273125,LINC01990
101929608,101929608_at,0.323,0.08,1.8294742,-4.790053,0.3548411,ENSG00000280350,LINC01726
101929609,101929609_at,0.897,0.726,-0.3545681,-6.308024,-0.0787011,NA,NA
101929610,101929610_at,0.462,0.157,-1.4628903,-5.335744,-0.2238486,NA,NA
101929614,101929614_at,0.869,0.661,-0.4441164,-6.27207,-0.1050158,NA,NA
101929622,101929622_at,0.936,0.814,-0.238538,-6.342724,-0.0372419,NA,NA
101929623,101929623_at,0.933,0.806,0.2485398,-6.340264,0.0541557,ENSG00000271856,LINC01215
101929624,101929624_at,0.773,0.487,-0.7054345,-6.122262,-0.1214474,ENSG00000237267,LINC01519
101929625,101929625_at,0.862,0.644,0.4679791,-6.26115,0.1082521,NA,NA
101929626,101929626_at,0.778,0.497,-0.6906399,-6.1325,-0.1102979,ENSG00000227857,
101929628,101929628_at,0.913,0.76,-0.3095498,-6.323086,-0.1373202,NA,NA
101929631,101929631_at,0.599,0.268,1.1350001,-5.736997,0.2236828,ENSG00000232100,LINC01653
101929633,101929633_at,0.00788,1.76e-4,4.4439512,0.817097,2.3245621,NA,NA
101929634,101929634_at,0.34,0.088,1.7794444,-4.870065,0.5966483,ENSG00000260792,LINC02280
101929636,101929636_at,0.776,0.491,-0.6996397,-6.126297,-0.1215498,NA,NA
101929637,101929637_at,0.63,0.3,1.0606665,-5.815491,0.3246589,NA,NA
101929639,101929639_at,0.0663,0.00584,-3.0302652,-2.465125,-0.6023417,NA,NA
101929641,101929641_at,0.932,0.804,-0.2509269,-6.339663,-0.0962931,NA,NA
101929643,101929643_at,0.865,0.651,0.4575231,-6.266004,0.0761764,NA,NA
101929646,101929646_at,0.704,0.385,0.8842629,-5.982248,0.1537878,ENSG00000223993,LINC02647
101929648,101929648_at,0.154,0.0221,2.4494117,-3.674474,0.7285993,NA,NA
101929651,101929651_at,0.384,0.11,1.6610024,-5.052709,0.2547222,ENSG00000224863,LINC01398
101929653,101929653_at,0.856,0.633,0.4838195,-6.253593,0.0731684,ENSG00000237654,
101929654,101929654_at,0.782,0.503,-0.6795161,-6.140061,-0.1705928,NA,NA
101929655,101929655_at,0.94,0.827,-0.22128,-6.346732,-0.0435315,NA,NA
101929657,101929657_at,0.98,0.938,-0.0787023,-6.368359,-0.0141812,ENSG00000273523,
101929660,101929660_at,0.848,0.617,0.5072582,-6.241957,0.112661,NA,NA
101929663,101929663_at,0.722,0.409,-0.8404942,-6.019264,-0.1587251,ENSG00000225321,LINC01427
101929664,101929664_at,0.958,0.882,-0.1499084,-6.360123,-0.0447714,ENSG00000227117,HORMAD2-AS1
101929665,101929665_at,0.941,0.829,-0.2187071,-6.347304,-0.0905669,NA,NA
101929666,101929666_at,0.139,0.0189,2.5213166,-3.532117,1.546457,NA,NA
101929668,101929668_at,0.814,0.557,-0.5964806,-6.192761,-0.2817422,NA,NA
101929675,101929675_at,0.895,0.722,0.3595503,-6.306233,0.0774745,NA,NA
101929679,101929679_at,0.475,0.167,1.4272406,-5.383545,0.2531517,NA,NA
101929680,101929680_at,0.946,0.843,-0.2006473,-6.351131,-0.044459,ENSG00000236107,SCN1A-AS1
101929681,101929681_at,0.895,0.722,-0.3601526,-6.306014,-0.059492,NA,NA
101929683,101929683_at,0.255,0.0533,2.0345528,-4.445315,0.3295272,NA,NA
101929685,101929685_at,0.482,0.172,-1.4068861,-5.410394,-0.2850215,ENSG00000237396,LNCNEF
101929688,101929688_at,0.95,0.855,0.1848893,-6.354202,0.0332563,ENSG00000233776,LINC01251
101929689,101929689_at,0.00317,3.89e-5,5.0439888,2.252658,2.3731925,NA,NA
101929690,101929690_at,0.896,0.725,0.3554117,-6.307722,0.057501,ENSG00000259518,LINC01583
101929694,101929694_at,0.901,0.733,0.3451802,-6.311332,0.0529717,ENSG00000240893,LINC02042
101929696,101929696_at,0.988,0.96,0.0500749,-6.370225,0.0099767,NA,NA
101929697,101929697_at,0.956,0.874,-0.1599321,-6.358552,-0.0613645,NA,NA
101929700,101929700_at,0.994,0.983,-0.0220102,-6.371249,-0.0044162,NA,NA
101929701,101929701_at,0.94,0.826,0.2228945,-6.34637,0.043053,ENSG00000260477,LINC01584
101929705,101929705_at,0.485,0.175,-1.3987933,-5.42098,-0.5841231,ENSG00000237686,SCIRT
101929707,101929707_at,0.796,0.527,-0.6423977,-6.164437,-0.0969032,NA,NA
101929709,101929709_at,0.124,0.0158,2.6016795,-3.370305,1.1136841,ENSG00000251136,
101929710,101929710_at,0.373,0.105,1.6882343,-5.011577,0.6862592,ENSG00000251314,
101929713,101929713_at,0.0173,6.71e-4,3.9132945,-0.445945,1.4917814,NA,NA
101929715,101929715_at,0.94,0.826,-0.2216897,-6.346641,-0.0581518,NA,NA
101929716,101929716_at,0.846,0.614,0.5111263,-6.239985,0.1100391,NA,NA
101929717,101929717_at,0.882,0.69,-0.4041854,-6.289084,-0.0615668,ENSG00000243795,LINC02044
101929718,101929718_at,0.287,0.065,1.9353606,-4.615338,0.3581488,ENSG00000258471,
101929719,101929719_at,0.896,0.725,0.356312,-6.3074,0.0887071,ENSG00000254363,
101929723,101929723_at,0.825,0.576,0.5668594,-6.209952,0.108502,NA,NA
101929726,101929726_at,0.851,0.622,-0.4989726,-6.246132,-0.0906009,ENSG00000262179,MYMX
101929728,101929728_at,0.575,0.247,-1.1875706,-5.678621,-0.4950185,NA,NA
101929730,101929730_at,0.713,0.397,-0.8621513,-6.001169,-0.1629121,ENSG00000238078,LINC01352
101929741,101929741_at,0.455,0.152,1.4797133,-5.312848,0.4908064,ENSG00000281731,METTL14-DT
101929743,101929743_at,0.33,0.0833,1.808122,-4.824405,0.5357643,ENSG00000249487,LINC01586
101929745,101929745_at,0.259,0.0544,2.0238569,-4.463935,0.3100742,ENSG00000248461,LINC02119
101929746,101929746_at,0.927,0.794,-0.2646613,-6.336088,-0.0831126,ENSG00000230753,ZNF341-AS1
101929752,101929752_at,0.812,0.553,-0.6011495,-6.189973,-0.1023872,NA,NA
101929753,101929753_at,0.808,0.547,-0.6108839,-6.184095,-0.1096593,NA,NA
101929754,101929754_at,0.0883,0.00926,2.8341765,-2.88742,0.9329514,ENSG00000242290,ZBTB20-AS5
101929757,101929757_at,0.849,0.62,0.5027424,-6.244241,0.1008588,NA,NA
101929758,101929758_at,0.416,0.128,1.5783139,-5.174358,1.1774091,NA,NA
101929759,101929759_at,0.995,0.984,-0.0199077,-6.371293,-0.0047619,ENSG00000246528,
101929760,101929760_at,0.61,0.279,1.1080905,-5.765964,0.3284786,ENSG00000228839,PIK3IP1-DT
101929761,101929761_at,0.84,0.604,-0.5255293,-6.232514,-0.2642159,NA,NA
101929762,101929762_at,0.435,0.14,1.5285444,-5.245171,0.484521,NA,NA
101929763,101929763_at,0.956,0.874,0.1598263,-6.35857,0.0313191,NA,NA
101929765,101929765_at,0.845,0.614,0.51145910000000006,-6.239815,0.1239674,ENSG00000245479,LINC01585
101929767,101929767_at,0.767,0.478,0.7209692,-6.111287,0.3289434,NA,NA
101929768,101929768_at,0.953,0.861,0.1764532,-6.355743,0.0875246,NA,NA
101929769,101929769_at,0.289,0.0659,-1.9288217,-4.626334,-0.5881525,ENSG00000232065,LINC01063
101929770,101929770_at,0.287,0.0652,1.9337035,-4.618127,0.2875766,NA,NA
101929771,101929771_at,0.937,0.817,0.2345623,-6.343674,0.0506421,NA,NA
101929777,101929777_at,0.812,0.553,0.6024683,-6.189182,0.0929415,ENSG00000277641,WNT3
101929777,101929777_at,0.812,0.553,0.6024683,-6.189182,0.0929415,ENSG00000108379,WNT3
101929800,101929800_at,0.677,0.354,-0.9454304,-5.927588,-0.2936481,NA,NA
101929863,101929863_at,0.068,0.00608,3.0135366,-2.501632,0.6585329,NA,NA
101929866,101929866_at,0.891,0.712,-0.3737257,-6.301001,-0.117634,NA,NA
101929897,101929897_at,0.271,0.0588,1.9854947,-4.530152,0.4212781,NA,NA
101929901,101929901_at,0.115,0.014,2.6543625,-3.262745,0.9258076,ENSG00000281876,FOXO6-AS1
101929901,101929901_at,0.115,0.014,2.6543625,-3.262745,0.9258076,ENSG00000229901,FOXO6-AS1
101929937,101929937_at,0.857,0.634,0.4825955,-6.254185,0.2340774,NA,NA
101929946,101929946_at,0.452,0.15,-1.4889499,-5.300185,-0.5952672,NA,NA
101929949,101929949_at,0.602,0.271,-1.1279031,-5.744697,-0.2922508,NA,NA
101929953,101929953_at,0.909,0.751,0.3204412,-6.319628,0.1464255,NA,NA
101929964,101929964_at,0.143,0.0197,2.5012983,-3.571984,0.4621843,NA,NA
101929976,101929976_at,0.948,0.848,-0.1941027,-6.352437,-0.0342209,NA,NA
101929989,101929989_at,0.989,0.967,-0.0423755,-6.370585,-0.0105441,ENSG00000283516,LITAFD
101930010,101930010_at,0.994,0.98,0.0252202,-6.371172,0.0074318,NA,NA
101930026,101930026_at,0.806,0.544,0.6157098,-6.181146,0.1837173,NA,NA
101930033,101930033_at,0.537,0.214,1.2784623,-5.572219,0.3338757,NA,NA
101930048,101930048_at,0.976,0.929,0.0894594,-6.367443,0.0270057,NA,NA
101930053,101930053_at,0.738,0.433,0.7984166,-6.053182,0.1153782,NA,NA
101930114,101930114_at,0.165,0.0247,2.3985928,-3.773641,1.2472299,ENSG00000227591,HSD11B1-AS1
101930164,101930164_at,0.964,0.896,0.1319653,-6.362681,0.0264651,NA,NA
101930275,101930275_at,0.815,0.56,0.5916144,-6.195643,0.1259308,ENSG00000253671,
101930276,101930276_at,0.908,0.75,-0.3224562,-6.318975,-0.0519225,NA,NA
101930294,101930294_at,0.224,0.0427,2.1423373,-4.25396,0.5938796,ENSG00000258678,LINC02317
101930305,101930305_at,0.933,0.807,0.2470277,-6.340643,0.0542573,NA,NA
101930332,101930332_at,0.694,0.373,-0.908572,-5.960932,-0.2321619,NA,NA
101930370,101930370_at,0.975,0.925,-0.0955788,-6.36687,-0.0346236,ENSG00000245213,
101930375,101930375_at,0.727,0.418,-0.8249641,-6.031974,-0.2467665,NA,NA
101930384,101930384_at,0.97,0.912,-0.1123376,-6.365107,-0.0448593,NA,NA
101930421,101930421_at,0.763,0.472,0.7301162,-6.104719,0.1377749,ENSG00000225140,
101930434,101930434_at,0.738,0.432,-0.798579,-6.053054,-0.1159166,NA,NA
101930476,101930476_at,0.913,0.759,-0.3097655,-6.323019,-0.0709518,NA,NA
101930531,101930531_at,0.836,0.595,-0.5385704,-6.225575,-0.1160627,NA,NA
101930567,101930567_at,0.992,0.974,0.0324397,-6.370961,0.0093565,NA,NA
101930644,101930644_at,0.21,0.0378,2.2003554,-4.148243,1.0869562,NA,NA
101930746,101930746_at,0.914,0.762,0.3064355,-6.324054,0.0558822,NA,NA
101930747,101930747_at,0.902,0.735,-0.3418552,-6.312482,-0.0485093,NA,NA
101930748,101930748_at,0.769,0.48,-0.717197,-6.113973,-0.1479795,ENSG00000233780,HNRNPA1P30
101937451,101937451_at,0.28,0.0622,1.9573224,-4.578212,0.4165327,ENSG00000253799,LINC01030
101954204,101954204_at,0.981,0.942,-0.073341,-6.368771,-0.0120366,ENSG00000259142,LINC00644
101954264,101954264_at,0.757,0.463,0.7452874,-6.09365,0.2771466,ENSG00000277610,RNVU1-4
101954266,101954266_at,0.943,0.834,0.2121602,-6.348729,0.0634374,ENSG00000207501,RNVU1-14
101954267,101954267_at,0.279,0.062,1.9592347,-4.574965,0.9351792,ENSG00000207205,RNVU1-15
101954269,101954269_at,0.747,0.445,0.776094,-6.070507,0.1328564,ENSG00000207349,RNVU1-17
101954272,101954272_at,0.841,0.605,0.5236673,-6.233492,0.3869109,ENSG00000201183,RNVU1-3
101954276,101954276_at,0.822,0.57,0.5755389,-6.205003,0.1808097,ENSG00000201558,RNVU1-6
101954277,101954277_at,0.53,0.208,1.2945281,-5.552702,0.2860256,ENSG00000275538,RNVU1-19
101978719,101978719_at,0.945,0.839,0.2051639,-6.350205,0.0329874,ENSG00000203601,LINC00970
101978785,101978785_at,0.699,0.379,0.8960048,-5.97202,0.2966006,NA,NA
102031319,102031319_at,0.268,0.0581,1.9919049,-4.519149,0.6629593,NA,NA
102060414,102060414_at,0.845,0.612,-0.5135464,-6.238744,-0.1257999,ENSG00000281756,C2-AS1
102060414,102060414_at,0.845,0.612,-0.5135464,-6.238744,-0.1257999,ENSG00000229776,C4B-AS1
102060414,102060414_at,0.845,0.612,-0.5135464,-6.238744,-0.1257999,ENSG00000233692,C4B-AS1
102060414,102060414_at,0.845,0.612,-0.5135464,-6.238744,-0.1257999,ENSG00000235250,C4B-AS1
102060414,102060414_at,0.845,0.612,-0.5135464,-6.238744,-0.1257999,ENSG00000223747,C4B-AS1
102060414,102060414_at,0.845,0.612,-0.5135464,-6.238744,-0.1257999,ENSG00000223661,C4B-AS1
102060414,102060414_at,0.845,0.612,-0.5135464,-6.238744,-0.1257999,ENSG00000227884,C4B-AS1
102060414,102060414_at,0.845,0.612,-0.5135464,-6.238744,-0.1257999,ENSG00000225773,C4B-AS1
102157400,102157400_at,0.628,0.297,-1.0666558,-5.809344,-0.171225,NA,NA
102157402,102157402_at,0.744,0.442,0.7817993,-6.066123,0.1691947,ENSG00000279247,AK6
102157402,102157402_at,0.744,0.442,0.7817993,-6.066123,0.1691947,ENSG00000085231,AK6
102216268,102216268_at,0.746,0.445,0.7767758,-6.069984,0.3474557,NA,NA
102216342,102216342_at,0.969,0.908,-0.1169163,-6.364576,-0.0191318,ENSG00000226673,LINC01108
102238594,102238594_at,0.408,0.124,1.5966525,-5.147805,0.4254581,ENSG00000269959,SPACA6P-AS
102465501,102465501_at,0.995,0.985,-0.0188405,-6.371314,-0.009702,ENSG00000284064,MIR6834
102466721,102466721_at,0.969,0.907,0.1185649,-6.36438,0.0217806,ENSG00000252219,MIR892C
102467073,102467073_at,0.43,0.138,1.5364522,-5.234042,0.5686307,NA,NA
102467074,102467074_at,0.857,0.634,-0.4827218,-6.254124,-0.0739669,ENSG00000249808,
102467075,102467075_at,0.926,0.79,0.2693279,-6.33483,0.0531491,NA,NA
102467077,102467077_at,0.5,0.186,-1.3637421,-5.46623,-0.2105891,NA,NA
102467079,102467079_at,0.276,0.0607,1.9701741,-4.556348,0.4320221,ENSG00000261749,LINC02180
102467080,102467080_at,0.874,0.673,-0.4272983,-6.279428,-0.1144429,NA,NA
102467081,102467081_at,0.987,0.958,0.0532634,-6.370058,0.0087114,NA,NA
102467146,102467146_at,0.864,0.649,0.4615123,-6.264165,0.1965176,ENSG00000261390,MAFTRR
102467147,102467147_at,0.843,0.609,0.5189188,-6.235968,0.166972,ENSG00000248727,LINC01948
102467212,102467212_at,0.859,0.639,0.4756652,-6.257514,0.1236896,ENSG00000248757,LINC02115
102467213,102467213_at,0.401,0.12,1.6138349,-5.122705,0.2981966,ENSG00000251027,LINC01950
102467214,102467214_at,0.82,0.567,-0.5807363,-6.202004,-0.0951203,NA,NA
102467216,102467216_at,0.533,0.211,1.2871642,-5.561674,0.3623654,NA,NA
102467217,102467217_at,0.986,0.957,-0.0545594,-6.369987,-0.010628,NA,NA
102467223,102467223_at,0.816,0.562,0.588636,-6.197396,0.1158241,NA,NA
102467224,102467224_at,0.573,0.244,1.1949192,-5.670275,0.449906,NA,NA
102467225,102467225_at,0.938,0.818,0.2325278,-6.344154,0.0398023,ENSG00000249128,LINC02215
102467226,102467226_at,0.541,0.217,1.2676477,-5.585237,0.1871853,NA,NA
102467655,102467655_at,0.829,0.584,0.5549334,-6.216633,0.0893662,ENSG00000253787,LINC02219
102477328,102477328_at,0.387,0.112,1.6497571,-5.069541,0.2986891,ENSG00000248371,LINC02056
102503427,102503427_at,0.374,0.105,1.6877167,-5.012364,0.3224383,NA,NA
102503429,102503429_at,0.952,0.859,-0.1801623,-6.355074,-0.0271731,NA,NA
102524628,102524628_at,0.778,0.497,-0.690224,-6.132785,-0.1594668,ENSG00000251450,RASGRF2-AS1
102546175,102546175_at,0.996,0.986,-0.0171126,-6.371346,-0.004323,NA,NA
102546226,102546226_at,0.866,0.654,-0.4543103,-6.267474,-0.0654985,ENSG00000250156,LINC02060
102546227,102546227_at,0.786,0.511,0.6671649,-6.148319,0.1007214,ENSG00000250331,LINC01340
102546228,102546228_at,0.909,0.752,0.319536,-6.31992,0.0754802,ENSG00000248107,LINC02039
102546229,102546229_at,0.727,0.418,-0.8247258,-6.032167,-0.1278506,ENSG00000250564,
102546294,102546294_at,0.226,0.0433,2.1350153,-4.267169,0.5234528,ENSG00000247199,
102546298,102546298_at,0.98,0.939,-0.0777823,-6.368432,-0.0208133,ENSG00000254333,NDST1-AS1
102557615,102557615_at,0.59,0.259,1.1557537,-5.714232,0.3008108,ENSG00000254130,LINC01947
102577424,102577424_at,0.927,0.792,0.2665163,-6.335591,0.0648202,ENSG00000248859,LINC01574
102577426,102577426_at,0.533,0.21,1.2875984,-5.561146,0.1757355,NA,NA
102606463,102606463_at,0.939,0.823,0.2267026,-6.345505,0.0525041,ENSG00000256124,LINC01152
102606465,102606465_at,0.868,0.66,-0.4454464,-6.271476,-0.2385139,NA,NA
102606466,102606466_at,0.88,0.687,0.4077823,-6.287616,0.0801839,NA,NA
102659288,102659288_at,0.854,0.628,-0.4912484,-6.249963,-0.0765214,NA,NA
102723313,102723313_at,0.815,0.559,-0.5931678,-6.194725,-0.2540719,ENSG00000285187,
102723313,102723313_at,0.815,0.559,-0.5931678,-6.194725,-0.2540719,ENSG00000248896,
102723315,102723315_at,0.77,0.483,0.7125262,-6.11728,0.2244043,NA,NA
102723318,102723318_at,0.653,0.325,-1.0047437,-5.871363,-0.2062977,ENSG00000238169,LINC01053
102723320,102723320_at,0.832,0.588,-0.5495204,-6.21962,-0.0839871,NA,NA
102723321,102723321_at,0.946,0.841,0.2029538,-6.350661,0.0803947,NA,NA
102723323,102723323_at,0.912,0.759,-0.3108057,-6.322694,-0.1001989,NA,NA
102723324,102723324_at,0.962,0.891,0.1379143,-6.361869,0.0381688,NA,NA
102723325,102723325_at,1,0.998,0.0020291,-6.371492,3.279e-4,NA,NA
102723329,102723329_at,0.914,0.763,-0.3050108,-6.324493,-0.0539658,NA,NA
102723330,102723330_at,0.513,0.195,-1.3341557,-5.503665,-0.2915102,ENSG00000255335,LINC02729
102723331,102723331_at,0.0163,6.16e-4,3.9478272,-0.364393,1.4874691,NA,NA
102723332,102723332_at,0.782,0.504,0.6793552,-6.14017,0.1024783,NA,NA
102723335,102723335_at,0.967,0.902,0.1238375,-6.363733,0.0222873,ENSG00000259540,
102723337,102723337_at,0.779,0.498,-0.6881155,-6.134227,-0.1349975,NA,NA
102723340,102723340_at,0.513,0.195,-1.334828,-5.502822,-0.5299246,NA,NA
102723341,102723341_at,0.903,0.737,0.3392887,-6.313363,0.0554061,NA,NA
102723344,102723344_at,0.903,0.737,0.3403339,-6.313005,0.1012093,NA,NA
102723346,102723346_at,0.887,0.703,0.385751,-6.296406,0.12639040000000001,NA,NA
102723350,102723350_at,0.621,0.289,1.0839985,-5.791369,0.2785833,NA,NA
102723354,102723354_at,0.855,0.631,-0.4863541,-6.25236,-0.143372,NA,NA
102723355,102723355_at,0.0771,0.00739,2.9304866,-2.681582,1.538755,NA,NA
102723356,102723356_at,0.232,0.0454,2.1130026,-4.3067,1.1272782,NA,NA
102723361,102723361_at,0.736,0.429,0.8047069,-6.048216,0.3053911,NA,NA
102723362,102723362_at,0.778,0.497,0.6902521,-6.132766,0.0929321,NA,NA
102723365,102723365_at,0.867,0.655,0.4519235,-6.268559,0.1364328,NA,NA
102723366,102723366_at,0.974,0.922,0.0987318,-6.36656,0.0452436,NA,NA
102723370,102723370_at,0.931,0.801,-0.2542869,-6.338806,-0.0808482,ENSG00000171714,ANO5
102723373,102723373_at,0.379,0.108,1.6726876,-5.035123,1.0694918,NA,NA
102723375,102723375_at,0.482,0.172,-1.4069325,-5.410334,-0.7037517,NA,NA
102723377,102723377_at,0.0709,0.00651,2.9845232,-2.564745,0.5109393,NA,NA
102723378,102723378_at,0.813,0.555,-0.5982215,-6.191724,-0.1198794,ENSG00000255323,LINC01495
102723379,102723379_at,0.969,0.907,0.1180216,-6.364445,0.0277389,NA,NA
102723389,102723389_at,0.587,0.258,1.159667,-5.709899,0.297168,NA,NA
102723391,102723391_at,0.609,0.278,-1.110429,-5.763472,-0.2351539,NA,NA
102723392,102723392_at,0.537,0.214,-1.2778809,-5.572921,-0.2849992,NA,NA
102723403,102723403_at,0.0064,1.24e-4,4.5841231,1.152706,1.0370216,NA,NA
102723405,102723405_at,0.975,0.923,-0.0977859,-6.366654,-0.0454337,NA,NA
102723409,102723409_at,0.773,0.488,0.7051564,-6.122456,0.3806068,NA,NA
102723411,102723411_at,0.543,0.218,1.265131,-5.588253,0.6029746,NA,NA
102723413,102723413_at,0.998,0.992,0.0103707,-6.37144,0.0028945,NA,NA
102723415,102723415_at,0.739,0.433,-0.7974639,-6.053931,-0.1010869,NA,NA
102723418,102723418_at,0.567,0.238,1.210932,-5.65193,0.3606924,NA,NA
102723426,102723426_at,0.905,0.743,0.3323678,-6.315705,0.0760803,NA,NA
102723427,102723427_at,0.783,0.504,0.6781926,-6.140953,0.1493501,ENSG00000225209,
102723429,102723429_at,0.657,0.33,0.9948107,-5.880998,0.5080439,NA,NA
102723430,102723430_at,0.785,0.508,0.67227,-6.144923,0.2949899,NA,NA
102723441,102723441_at,0.644,0.316,1.0254585,-5.850989,0.2065261,NA,NA
102723442,102723442_at,0.818,0.564,0.5846669,-6.199719,0.140864,NA,NA
102723446,102723446_at,0.509,0.192,-1.3427207,-5.4929,-0.2954949,NA,NA
102723448,102723448_at,0.708,0.39,0.8748071,-5.990394,0.2065846,NA,NA
102723452,102723452_at,0.716,0.402,-0.8541171,-6.007932,-0.2917021,NA,NA
102723456,102723456_at,0.688,0.367,0.919548,-5.951131,0.320661,NA,NA
102723457,102723457_at,0.968,0.905,-0.1210884,-6.364074,-0.0306766,NA,NA
102723465,102723465_at,0.428,0.136,1.5449345,-5.222054,0.4333554,NA,NA
102723466,102723466_at,0.696,0.376,0.9030074,-5.965859,0.2522268,NA,NA
102723471,102723471_at,0.462,0.157,1.4631205,-5.335432,0.298572,ENSG00000281998,LHX1-DT
102723471,102723471_at,0.462,0.157,1.4631205,-5.335432,0.298572,ENSG00000277268,LHX1-DT
102723481,102723481_at,0.875,0.677,0.4219029,-6.28173,0.0834486,ENSG00000259289,LINC02206
102723483,102723483_at,0.794,0.524,-0.6468943,-6.161554,-0.0897665,ENSG00000227431,CSE1L-AS1
102723487,102723487_at,0.176,0.0278,2.3454319,-3.876048,0.5806844,ENSG00000237560,LINC01497
102723489,102723489_at,0.988,0.963,0.0463051,-6.370409,0.0098138,NA,NA
102723493,102723493_at,0.0136,4.63e-4,4.0613138,-0.095578,1.7683623,NA,NA
102723496,102723496_at,0.89,0.709,0.3770635,-6.29974,0.1727775,NA,NA
102723499,102723499_at,0.762,0.471,0.73301210000000006,-6.102622,0.1814902,NA,NA
102723501,102723501_at,0.892,0.714,0.3711054,-6.301983,0.0725264,NA,NA
102723503,102723503_at,0.581,0.251,-1.1761765,-5.691473,-0.2152822,NA,NA
102723505,102723505_at,0.262,0.0555,2.0144985,-4.48017,0.3124671,NA,NA
102723508,102723508_at,0.772,0.485,-0.7088339,-6.11988,-0.224721,NA,NA
102723516,102723516_at,0.861,0.643,0.4701542,-6.260127,0.1201566,NA,NA
102723517,102723517_at,0.815,0.559,-0.5922034,-6.195295,-0.1265727,NA,NA
102723521,102723521_at,0.169,0.0259,-2.3779009,-3.813665,-0.4245356,NA,NA
102723523,102723523_at,0.983,0.947,0.0673769,-6.369196,0.0172535,NA,NA
102723525,102723525_at,0.566,0.237,-1.2129441,-5.64961,-0.2072475,ENSG00000283083,LINC02498
102723526,102723526_at,0.495,0.182,-1.3764889,-5.449887,-0.3529515,ENSG00000249662,LINC02218
102723529,102723529_at,0.765,0.475,0.7255273,-6.108024,0.2432516,NA,NA
102723530,102723530_at,0.454,0.151,1.4838416,-5.307196,0.5998073,NA,NA
102723536,102723536_at,0.747,0.445,0.7763919,-6.070278,0.2181153,ENSG00000231876,
102723539,102723539_at,0.895,0.722,0.359533,-6.306239,0.1118785,NA,NA
102723540,102723540_at,0.481,0.172,-1.408624,-5.408115,-0.4744401,NA,NA
102723542,102723542_at,0.535,0.213,1.2812322,-5.568869,0.3620266,NA,NA
102723544,102723544_at,0.00243,2.47e-5,5.2248689,2.683205,1.7869555,ENSG00000255746,
102723548,102723548_at,0.48,0.171,1.4124647,-5.403068,0.6659398,NA,NA
102723549,102723549_at,0.043,0.00296,3.3126315,-1.837138,2.0241194,NA,NA
102723554,102723554_at,0.666,0.341,-0.9726767,-5.902151,-0.1857084,NA,NA
102723557,102723557_at,0.388,0.112,-1.6485158,-5.071394,-0.4351054,ENSG00000251072,LMNB1-DT
102723561,102723561_at,0.636,0.307,1.0447799,-5.831643,0.2165377,NA,NA
102723566,102723566_at,0.482,0.172,1.4068935,-5.410385,0.3921285,ENSG00000225032,
102723567,102723567_at,0.806,0.544,-0.6155161,-6.181265,-0.1691505,NA,NA
102723577,102723577_at,0.915,0.766,0.3005411,-6.325858,0.0682431,NA,NA
