IDconv,ID,adj.P.Val,P.Value,t,B,logFC,ensembl_gene_id,hgnc_symbol
4099,4099_at,0.924,0.783,0.2780589,-6.332419,0.0543755,ENSG00000105695,MAG
4100,4100_at,0.686,0.365,-0.9233294,-5.947729,-0.1838486,ENSG00000198681,MAGEA1
4103,4103_at,0.842,0.607,-0.5216348,-6.234554,-0.1201074,ENSG00000147381,MAGEA4
4105,4105_at,0.454,0.151,1.4849945,-5.305616,0.4276119,ENSG00000197172,MAGEA6
4107,4107_at,0.886,0.698,0.393304,-6.293447,0.0818568,ENSG00000156009,MAGEA8
4109,4109_at,0.999,0.997,0.0034857,-6.371488,8.487e-4,ENSG00000124260,MAGEA10
4110,4110_at,0.868,0.659,0.4466465,-6.270939,0.0896101,ENSG00000185247,MAGEA11
4111,4111_at,0.823,0.573,-0.5718619,-6.207108,-0.194392,ENSG00000213401,MAGEA12
4112,4112_at,0.928,0.796,0.2609812,-6.337064,0.0551667,ENSG00000214107,MAGEB1
4113,4113_at,0.956,0.873,0.1615007,-6.358298,0.0322571,ENSG00000099399,MAGEB2
4114,4114_at,0.909,0.751,0.3209451,-6.319465,0.0533119,ENSG00000198798,MAGEB3
4115,4115_at,0.654,0.326,-1.0029359,-5.873123,-0.2269693,ENSG00000120289,MAGEB4
4116,4116_at,0.792,0.52,-0.6525642,-6.157892,-0.2019033,ENSG00000162385,MAGOH
4117,4117_at,0.00829,1.92e-4,4.4095573,0.734803,1.0615664,ENSG00000111837,MAK
4118,4118_at,0.323,0.0803,1.8272061,-4.793717,1.1491877,ENSG00000172005,MAL
4121,4121_at,0.454,0.151,1.4825824,-5.308921,0.2877189,ENSG00000111885,MAN1A1
4122,4122_at,0.569,0.24,-1.2064326,-5.657107,-0.3187442,ENSG00000196547,MAN2A2
4123,4123_at,0.597,0.266,-1.1398589,-5.7317,-0.2537381,ENSG00000140400,MAN2C1
4124,4124_at,0.889,0.708,0.3790214,-6.298995,0.088701,ENSG00000112893,MAN2A1
4125,4125_at,0.00646,1.27e-4,-4.5725813,1.125063,-1.385521,ENSG00000104774,MAN2B1
4126,4126_at,0.62,0.288,-1.086014,-5.789263,-0.2509711,ENSG00000109323,MANBA
4128,4128_at,0.0133,4.47e-4,4.0748195,-0.063513,1.2127623,ENSG00000189221,MAOA
4129,4129_at,0.0342,0.002,3.4744722,-1.468525,1.1798694,ENSG00000069535,MAOB
4130,4130_at,0.167,0.0253,-2.3884163,-3.793351,-0.6424977,ENSG00000166963,MAP1A
4131,4131_at,0.0671,0.00595,-3.0225663,-2.481937,-0.8647411,ENSG00000131711,MAP1B
4133,4133_at,0.203,0.0355,-2.2297162,-4.094045,-0.4638568,ENSG00000078018,MAP2
4134,4134_at,0.451,0.15,-1.489276,-5.299737,-0.2163773,ENSG00000047849,MAP4
4135,4135_at,0.349,0.0923,-1.7546815,-4.909047,-0.55188,ENSG00000171533,MAP6
4137,4137_at,0.939,0.825,0.2238724,-6.346149,0.06725,ENSG00000276155,MAPT
4137,4137_at,0.939,0.825,0.2238724,-6.346149,0.06725,ENSG00000277956,MAPT
4137,4137_at,0.939,0.825,0.2238724,-6.346149,0.06725,ENSG00000186868,MAPT
4139,4139_at,0.753,0.456,-0.7579091,-6.084276,-0.246809,ENSG00000116141,MARK1
4140,4140_at,0.296,0.0685,1.9092267,-4.659124,0.2851216,ENSG00000075413,MARK3
4141,4141_at,0.265,0.0572,-1.9995679,-4.505963,-0.3771543,ENSG00000166986,MARS1
4142,4142_at,0.422,0.132,1.5594219,-5.201454,0.2793952,ENSG00000130368,MAS1
4143,4143_at,0.887,0.704,0.3851157,-6.296653,0.0537995,ENSG00000151224,MAT1A
4144,4144_at,0.0118,3.66e-4,4.1543289,0.125534,0.8235008,ENSG00000168906,MAT2A
4145,4145_at,0.331,0.0839,-1.8046508,-4.829961,-0.3678048,ENSG00000007264,MATK
4146,4146_at,0.531,0.209,1.2914219,-5.556492,0.1988682,ENSG00000162510,MATN1
4147,4147_at,0.738,0.431,-0.8014273,-6.05081,-0.23889,ENSG00000132561,MATN2
4148,4148_at,0.687,0.365,-0.9231141,-5.947924,-0.3610342,ENSG00000132031,MATN3
4149,4149_at,0.622,0.29,-1.0821254,-5.793323,-0.1655819,ENSG00000125952,MAX
4150,4150_at,2.72e-4,4.65e-7,-6.8616565,6.440977,-1.0801131,ENSG00000103495,MAZ
4151,4151_at,0.837,0.598,0.5342806,-6.227876,0.1029642,ENSG00000198125,MB
4152,4152_at,0.126,0.016,-2.5940173,-3.385852,-0.5116997,ENSG00000141644,MBD1
4153,4153_at,0.954,0.869,0.1669518,-6.357392,0.0294048,ENSG00000165471,MBL2
4154,4154_at,0.883,0.692,-0.4016254,-6.290121,-0.0610073,ENSG00000152601,MBNL1
4155,4155_at,0.851,0.622,-0.4995214,-6.245857,-0.1251464,ENSG00000197971,MBP
4157,4157_at,0.784,0.506,-0.6748715,-6.143184,-0.2326872,ENSG00000258839,MC1R
4158,4158_at,0.929,0.799,0.2577624,-6.337907,0.044596,ENSG00000185231,MC2R
4159,4159_at,0.812,0.553,0.6014351,-6.189802,0.1221656,ENSG00000124089,MC3R
4160,4160_at,0.758,0.465,0.7420009,-6.096066,0.1362293,ENSG00000166603,MC4R
4161,4161_at,0.594,0.263,1.1460696,-5.724901,0.2198013,ENSG00000176136,MC5R
4162,4162_at,0.0453,0.0032,-3.2811427,-1.908183,-1.0869118,ENSG00000076706,MCAM
4163,4163_at,0.999,0.996,0.0045729,-6.371483,0.0011762,ENSG00000171444,MCC
4166,4166_at,0.465,0.159,-1.4529183,-5.349214,-0.4061934,ENSG00000183196,CHST6
4168,4168_at,0.218,0.0402,2.1713976,-4.20124,0.5703243,ENSG00000101977,MCF2
4170,4170_at,0.22,0.0413,-2.1587026,-4.224328,-0.2758873,ENSG00000143384,MCL1
4171,4171_at,0.405,0.122,-1.6040761,-5.136987,-0.3846194,ENSG00000073111,MCM2
4172,4172_at,0.848,0.617,-0.5071395,-6.242018,-0.1201671,ENSG00000112118,MCM3
4173,4173_at,0.496,0.182,-1.3737801,-5.45337,-0.3467885,ENSG00000104738,MCM4
4174,4174_at,0.139,0.0188,-2.5222203,-3.530313,-0.814113,ENSG00000100297,MCM5
4175,4175_at,0.724,0.413,-0.8331162,-6.02533,-0.2212213,ENSG00000076003,MCM6
4176,4176_at,0.189,0.0314,-2.2881844,-3.984758,-0.5742079,ENSG00000166508,MCM7
4179,4179_at,0.274,0.0601,1.9744049,-4.549129,0.2849309,ENSG00000117335,CD46
4184,4184_at,0.892,0.713,-0.3716734,-6.301771,-0.0567765,ENSG00000163206,SMCP
4185,4185_at,0.504,0.188,-1.3549711,-5.477401,-0.2714481,ENSG00000073670,ADAM11
4188,4188_at,0.833,0.59,-0.5456496,-6.221738,-0.1479137,ENSG00000112559,MDFI
4189,4189_at,0.965,0.899,-0.1279404,-6.36321,-0.0257223,ENSG00000128590,DNAJB9
4190,4190_at,0.396,0.117,1.6271559,-5.103098,0.3116787,ENSG00000014641,MDH1
4191,4191_at,0.287,0.0652,-1.934252,-4.617204,-0.2732418,ENSG00000146701,MDH2
4192,4192_at,0.372,0.104,-1.6929037,-5.004472,-0.5562169,ENSG00000110492,MDK
4193,4193_at,0.946,0.841,-0.2029255,-6.350666,-0.0406098,ENSG00000135679,MDM2
4194,4194_at,0.828,0.582,0.557446,-6.215237,0.0995905,ENSG00000198625,MDM4
4199,4199_at,0.406,0.123,-1.6010923,-5.14134,-0.4185208,ENSG00000065833,ME1
4200,4200_at,0.681,0.36,-0.9339906,-5.938068,-0.2271046,ENSG00000082212,ME2
4201,4201_at,0.56,0.232,-1.2268377,-5.633496,-0.2184503,ENSG00000124733,MEA1
4204,4204_at,0.263,0.056,-2.010275,-4.48748,-0.4067226,ENSG00000169057,MECP2
4205,4205_at,0.495,0.182,-1.3761358,-5.450341,-0.2034871,ENSG00000068305,MEF2A
4208,4208_at,0.421,0.132,-1.5617574,-5.198118,-0.366543,ENSG00000081189,MEF2C
4209,4209_at,0.0296,0.00159,-3.5663131,-1.257018,-0.8151036,ENSG00000116604,MEF2D
4210,4210_at,0.194,0.033,-2.2640886,-4.030013,-0.4899371,ENSG00000103313,MEFV
4211,4211_at,0.015,5.35e-4,4.0035003,-0.232666,0.9606333,ENSG00000143995,MEIS1
4212,4212_at,0.555,0.228,-1.238991,-5.619269,-0.4397624,ENSG00000134138,MEIS2
4213,4213_at,0.123,0.0156,-2.6075006,-3.358477,-1.0234248,NA,NA
4214,4214_at,0.729,0.419,-0.8217211,-6.0346,-0.2237653,ENSG00000095015,MAP3K1
4215,4215_at,0.756,0.461,-0.7486805,-6.091144,-0.1542477,ENSG00000198909,MAP3K3
4216,4216_at,0.485,0.174,1.4002192,-5.419118,0.2771495,ENSG00000085511,MAP3K4
4217,4217_at,0.807,0.546,0.6129849,-6.182814,0.1719041,ENSG00000197442,MAP3K5
4218,4218_at,0.254,0.0528,-2.0386551,-4.438156,-0.3920688,ENSG00000167461,RAB8A
4221,4221_at,0.312,0.0755,-1.8589106,-4.742206,-0.3888445,ENSG00000133895,MEN1
4222,4222_at,0.902,0.735,-0.3426314,-6.312215,-0.0728145,ENSG00000005102,MEOX1
4223,4223_at,0.0726,0.00676,-2.9686879,-2.59908,-0.4347529,ENSG00000106511,MEOX2
4224,4224_at,0.955,0.872,0.1624102,-6.358149,0.0312848,ENSG00000112818,MEP1A
4225,4225_at,0.0114,3.46e-4,4.1767423,0.178904,0.7664346,ENSG00000141434,MEP1B
4232,4232_at,0.537,0.213,-1.2790649,-5.57149,-0.5584738,ENSG00000106484,MEST
4233,4233_at,0.916,0.768,0.2987942,-6.326385,0.1373321,ENSG00000105976,MET
4234,4234_at,0.965,0.9,-0.1268704,-6.363348,-0.0480829,ENSG00000037897,METTL1
4236,4236_at,0.96,0.885,-0.1461234,-6.36069,-0.0250918,ENSG00000140259,MFAP1
4237,4237_at,0.0948,0.0104,-2.7854018,-2.990427,-1.1212152,ENSG00000117122,MFAP2
4238,4238_at,0.443,0.144,-1.5109975,-5.269697,-0.2450355,ENSG00000037749,MFAP3
4239,4239_at,0.728,0.419,-0.8226105,-6.03388,-0.3447369,ENSG00000166482,MFAP4
4240,4240_at,4.71e-4,1.58e-6,-6.3440509,5.286333,-1.5513418,ENSG00000140545,MFGE8
4241,4241_at,0.26,0.0549,-2.0197452,-4.471074,-0.5947753,ENSG00000163975,MELTF
4242,4242_at,0.0108,3.07e-4,-4.2248546,0.293571,-1.0359944,ENSG00000100060,MFNG
4245,4245_at,0.00604,1.07e-4,-4.6413205,1.289697,-0.8753361,ENSG00000131446,MGAT1
4246,4246_at,0.744,0.441,0.7831726,-6.065063,0.3283353,ENSG00000124939,SCGB2A1
4247,4247_at,0.0681,0.0061,-3.0120939,-2.504777,-0.6395426,ENSG00000168282,MGAT2
4248,4248_at,0.306,0.0726,-1.8794933,-4.708416,-0.449811,ENSG00000128268,MGAT3
4249,4249_at,0.473,0.165,-1.4326512,-5.376353,-0.400243,ENSG00000152127,MGAT5
4250,4250_at,0.84,0.604,0.5256215,-6.232466,0.0857927,ENSG00000110484,SCGB2A2
4253,4253_at,0.894,0.72,0.3631178,-6.304935,0.1263044,ENSG00000150527,MIA2
4254,4254_at,0.72,0.406,-0.845895,-6.014792,-0.343354,ENSG00000049130,KITLG
4255,4255_at,0.718,0.405,-0.8487817,-6.012391,-0.2729695,ENSG00000170430,MGMT
4256,4256_at,0.976,0.928,0.0918576,-6.367223,0.0132994,ENSG00000111341,MGP
4257,4257_at,0.0468,0.00337,3.2590394,-1.957912,0.8631525,ENSG00000008394,MGST1
4258,4258_at,0.895,0.721,0.3617039,-6.305451,0.0632324,ENSG00000085871,MGST2
4259,4259_at,0.825,0.577,0.5654219,-6.210764,0.073129,ENSG00000143198,MGST3
4261,4261_at,0.882,0.69,-0.4035693,-6.289335,-0.129873,ENSG00000179583,CIITA
4267,4267_at,0.0382,0.00242,-3.3950043,-1.650219,-0.6595444,ENSG00000002586,CD99
4277,4277_at,0.0462,0.0033,-3.2677635,-1.938298,-0.5027234,ENSG00000238289,MICB
4277,4277_at,0.0462,0.0033,-3.2677635,-1.938298,-0.5027234,ENSG00000204516,MICB
4277,4277_at,0.0462,0.0033,-3.2677635,-1.938298,-0.5027234,ENSG00000224378,MICB
4277,4277_at,0.0462,0.0033,-3.2677635,-1.938298,-0.5027234,ENSG00000231372,MICB
4277,4277_at,0.0462,0.0033,-3.2677635,-1.938298,-0.5027234,ENSG00000231179,MICB
4277,4277_at,0.0462,0.0033,-3.2677635,-1.938298,-0.5027234,ENSG00000206449,MICB
4277,4277_at,0.0462,0.0033,-3.2677635,-1.938298,-0.5027234,ENSG00000227772,MICB
4277,4277_at,0.0462,0.0033,-3.2677635,-1.938298,-0.5027234,ENSG00000234218,MICB
4281,4281_at,0.786,0.51,0.6684012,-6.147499,0.1214728,ENSG00000101871,MID1
4282,4282_at,0.216,0.0397,-2.1767547,-4.19147,-0.297811,ENSG00000240972,MIF
4282,4282_at,0.216,0.0397,-2.1767547,-4.19147,-0.297811,ENSG00000276701,MIF
4283,4283_at,0.962,0.891,0.138066,-6.361848,0.1450246,ENSG00000138755,CXCL9
4284,4284_at,0.869,0.662,-0.4431568,-6.272497,-0.0921194,ENSG00000135517,MIP
4285,4285_at,0.601,0.269,1.1309156,-5.741434,0.3849042,ENSG00000027001,MIPEP
4286,4286_at,0.898,0.729,0.3507771,-6.30937,0.0719956,ENSG00000187098,MITF
4287,4287_at,0.92,0.775,0.289714,-6.329081,0.0544399,ENSG00000066427,ATXN3
4288,4288_at,0.103,0.0118,-2.7275142,-3.111541,-1.0368621,ENSG00000148773,MKI67
4289,4289_at,0.131,0.0171,2.564542,-3.445428,0.4735123,ENSG00000128585,MKLN1
4291,4291_at,0.893,0.716,0.3678218,-6.303204,0.105576,ENSG00000178053,MLF1
4292,4292_at,0.954,0.87,-0.1657943,-6.357587,-0.031819,ENSG00000076242,MLH1
4293,4293_at,0.825,0.577,0.5663318,-6.21025,0.1058331,ENSG00000006432,MAP3K9
4294,4294_at,0.283,0.0636,-1.946237,-4.596989,-0.3571097,ENSG00000130758,MAP3K10
4295,4295_at,0.999,0.996,0.0052089,-6.37148,0.0010051,ENSG00000096395,MLN
4296,4296_at,0.0083,1.93e-4,-4.4082004,0.731557,-0.9945259,ENSG00000173327,MAP3K11
4297,4297_at,0.978,0.935,-0.0829688,-6.36801,-0.0160661,ENSG00000118058,KMT2A
4298,4298_at,0.05,0.00377,-3.2135172,-2.059951,-0.8297897,ENSG00000130382,MLLT1
4299,4299_at,0.948,0.85,-0.1916052,-6.352923,-0.029947,ENSG00000172493,AFF1
4300,4300_at,0.79,0.518,0.6567166,-6.15519,0.1623048,ENSG00000171843,MLLT3
4301,4301_at,0.7,0.38,0.8942635,-5.973544,0.1621554,ENSG00000130396,AFDN
4302,4302_at,0.389,0.113,-1.6443498,-5.077603,-0.4524404,ENSG00000275023,MLLT6
4302,4302_at,0.389,0.113,-1.6443498,-5.077603,-0.4524404,ENSG00000275851,MLLT6
4303,4303_at,0.669,0.345,-0.9645713,-5.909788,-0.2392443,ENSG00000184481,FOXO4
4306,4306_at,0.0767,0.00735,2.9327677,-2.676668,0.7900838,ENSG00000151623,NR3C2
4308,4308_at,0.748,0.448,-0.7722127,-6.073471,-0.1143689,ENSG00000274965,TRPM1
4308,4308_at,0.748,0.448,-0.7722127,-6.073471,-0.1143689,ENSG00000134160,TRPM1
4311,4311_at,0.656,0.329,0.9970821,-5.878802,0.1899526,ENSG00000196549,MME
4312,4312_at,0.482,0.173,-1.4054186,-5.412318,-0.4443555,ENSG00000196611,MMP1
4313,4313_at,0.0218,9.86e-4,-3.7591842,-0.808234,-1.0483981,ENSG00000087245,MMP2
4314,4314_at,0.461,0.156,-1.4657781,-5.331829,-0.5265769,ENSG00000149968,MMP3
4316,4316_at,0.876,0.678,-0.4205725,-6.282293,-0.2212866,ENSG00000137673,MMP7
4317,4317_at,0.834,0.591,-0.5442781,-6.222485,-0.1707833,ENSG00000118113,MMP8
4318,4318_at,0.485,0.175,-1.3988188,-5.420946,-0.5816466,ENSG00000100985,MMP9
4319,4319_at,0.583,0.254,-1.1692685,-5.699211,-0.31292,ENSG00000166670,MMP10
4320,4320_at,0.579,0.25,1.1801699,-5.686981,0.2430441,ENSG00000275365,MMP11
4320,4320_at,0.579,0.25,1.1801699,-5.686981,0.2430441,ENSG00000099953,MMP11
4321,4321_at,0.298,0.0694,1.9019029,-4.671317,0.7563779,ENSG00000262406,MMP12
4322,4322_at,0.271,0.0588,1.9859968,-4.529291,0.6496261,ENSG00000137745,MMP13
4323,4323_at,0.00605,1.08e-4,-4.6364587,1.278053,-1.5521433,ENSG00000157227,MMP14
4324,4324_at,0.106,0.0122,-2.713832,-3.139982,-0.6751761,ENSG00000102996,MMP15
4325,4325_at,0.954,0.868,0.1676881,-6.357268,0.0850327,ENSG00000156103,MMP16
4326,4326_at,0.825,0.577,-0.565093,-6.21095,-0.1054342,ENSG00000198598,MMP17
4327,4327_at,0.198,0.034,-2.250624,-4.05517,-0.7300201,ENSG00000123342,MMP19
4329,4329_at,0.0106,2.96e-4,4.2387844,0.326794,1.6047707,ENSG00000119711,ALDH6A1
4330,4330_at,0.00397,5.52e-5,-4.904361,1.919251,-1.1586038,ENSG00000169184,MN1
4331,4331_at,0.179,0.0285,2.3323646,-3.901008,0.4647803,ENSG00000020426,MNAT1
4332,4332_at,0.317,0.0777,-1.844702,-4.765372,-1.0277788,ENSG00000163563,MNDA
4335,4335_at,0.091,0.00969,-2.8146017,-2.928863,-0.8701741,ENSG00000070444,MNT
4336,4336_at,0.776,0.49,0.7006634,-6.125586,0.1042466,ENSG00000168314,MOBP
4337,4337_at,0.522,0.202,-1.3118296,-5.531449,-0.4983353,ENSG00000124615,MOCS1
4338,4338_at,0.256,0.0535,2.0321527,-4.449499,0.3770667,ENSG00000164172,MOCS2
4340,4340_at,0.957,0.879,0.1542376,-6.359457,0.0232245,ENSG00000232641,MOG
4340,4340_at,0.957,0.879,0.1542376,-6.359457,0.0232245,ENSG00000137345,MOG
4340,4340_at,0.957,0.879,0.1542376,-6.359457,0.0232245,ENSG00000234096,MOG
4340,4340_at,0.957,0.879,0.1542376,-6.359457,0.0232245,ENSG00000234623,MOG
4340,4340_at,0.957,0.879,0.1542376,-6.359457,0.0232245,ENSG00000230885,MOG
4340,4340_at,0.957,0.879,0.1542376,-6.359457,0.0232245,ENSG00000236561,MOG
4340,4340_at,0.957,0.879,0.1542376,-6.359457,0.0232245,ENSG00000204655,MOG
4340,4340_at,0.957,0.879,0.1542376,-6.359457,0.0232245,ENSG00000237834,MOG
4342,4342_at,0.822,0.57,0.5753775,-6.205095,0.1061587,ENSG00000172680,MOS
4343,4343_at,0.39,0.114,-1.6424699,-5.080401,-0.352236,ENSG00000155363,MOV10
4345,4345_at,0.533,0.211,-1.286495,-5.562487,-0.2778232,ENSG00000091972,CD200
4350,4350_at,0.182,0.0295,-2.3166947,-3.930826,-0.4591639,ENSG00000103152,MPG
4351,4351_at,0.451,0.149,1.4901118,-5.298587,0.4087428,ENSG00000178802,MPI
4352,4352_at,0.755,0.459,0.7528593,-6.088044,0.1546369,ENSG00000117400,MPL
4353,4353_at,0.884,0.694,0.3985465,-6.29136,0.0713933,ENSG00000005381,MPO
4354,4354_at,0.848,0.617,-0.5064106,-6.242387,-0.1557373,ENSG00000130830,MPP1
4355,4355_at,0.857,0.635,0.4810758,-6.254919,0.0802088,ENSG00000108852,MPP2
4356,4356_at,0.00482,7.71e-5,4.7720914,1.602835,1.0112326,ENSG00000161647,MPP3
4357,4357_at,0.643,0.314,-1.0289898,-5.847477,-0.2491749,ENSG00000128309,MPST
4358,4358_at,0.28,0.0621,-1.9583315,-4.576499,-0.5275008,ENSG00000115204,MPV17
4359,4359_at,0.999,0.994,-0.0077457,-6.371464,-0.0016054,ENSG00000158887,MPZ
4360,4360_at,0.802,0.536,-0.6284464,-6.173257,-0.286458,ENSG00000260314,MRC1
4361,4361_at,0.408,0.123,1.5975765,-5.146461,0.3811124,ENSG00000020922,MRE11
4363,4363_at,0.00927,2.36e-4,-4.3282221,0.540334,-0.904189,ENSG00000103222,ABCC1
4363,4363_at,0.00927,2.36e-4,-4.3282221,0.540334,-0.904189,ENSG00000278183,ABCC1
4430,4430_at,0.877,0.679,0.4183738,-6.283219,0.0968655,ENSG00000128641,MYO1B
4435,4435_at,0.817,0.563,-0.5866321,-6.198571,-0.1083036,ENSG00000125931,CITED1
4436,4436_at,0.854,0.629,-0.48957,-6.250788,-0.1553372,ENSG00000095002,MSH2
4437,4437_at,0.661,0.334,0.986988,-5.888524,0.2012057,ENSG00000113318,MSH3
4438,4438_at,0.765,0.475,0.7264188,-6.107383,0.1254955,ENSG00000057468,MSH4
4439,4439_at,0.793,0.521,0.651083,-6.158851,0.3558544,ENSG00000230293,MSH5
4439,4439_at,0.793,0.521,0.651083,-6.158851,0.3558544,ENSG00000233345,MSH5
4439,4439_at,0.793,0.521,0.651083,-6.158851,0.3558544,ENSG00000204410,MSH5
4439,4439_at,0.793,0.521,0.651083,-6.158851,0.3558544,ENSG00000235222,MSH5
4439,4439_at,0.793,0.521,0.651083,-6.158851,0.3558544,ENSG00000237333,MSH5
4439,4439_at,0.793,0.521,0.651083,-6.158851,0.3558544,ENSG00000230961,MSH5
4439,4439_at,0.793,0.521,0.651083,-6.158851,0.3558544,ENSG00000227314,MSH5
4439,4439_at,0.793,0.521,0.651083,-6.158851,0.3558544,ENSG00000235569,MSH5
4440,4440_at,0.982,0.946,0.067996,-6.369154,0.0161286,ENSG00000135097,MSI1
4477,4477_at,0.641,0.312,-1.0324995,-5.843977,-0.1402295,ENSG00000263639,MSMB
4478,4478_at,0.0309,0.00172,-3.5360051,-1.326988,-0.6036517,ENSG00000147065,MSN
4481,4481_at,0.101,0.0113,-2.7470154,-3.070881,-1.7474121,ENSG00000038945,MSR1
4482,4482_at,0.228,0.044,2.1277212,-4.280298,0.6621735,ENSG00000175806,MSRA
4482,4482_at,0.228,0.044,2.1277212,-4.280298,0.6621735,ENSG00000285250,MSRA
4486,4486_at,0.87,0.664,-0.4395571,-6.274092,-0.0900101,ENSG00000164078,MST1R
4487,4487_at,0.0851,0.00871,-2.8604323,-2.83162,-0.6372973,ENSG00000163132,MSX1
4488,4488_at,0.901,0.733,-0.3449328,-6.311418,-0.1354271,ENSG00000120149,MSX2
4489,4489_at,0.0492,0.00367,3.224783,-2.034747,2.2489187,ENSG00000205362,MT1A
4490,4490_at,0.94,0.828,0.2202363,-6.346965,0.0494213,ENSG00000169688,MT1B
4493,4493_at,0.00646,1.29e-4,4.5667503,1.111099,1.7763922,ENSG00000169715,MT1E
4494,4494_at,0.0266,0.00133,3.6373678,-1.092361,0.692742,ENSG00000198417,MT1F
4495,4495_at,3.16e-4,6.06e-7,6.7487632,6.192238,1.9374291,ENSG00000125144,MT1G
4496,4496_at,0.00755,1.62e-4,4.4781641,0.898984,1.6320852,ENSG00000205358,MT1H
4498,4498_at,0.263,0.0562,2.0078092,-4.491743,0.6445262,ENSG00000255986,MT1JP
4499,4499_at,0.0219,9.96e-4,3.7552275,-0.817497,0.8699016,ENSG00000205364,MT1M
4500,4500_at,0.934,0.81,-0.2431298,-6.341608,-0.0879155,ENSG00000260549,MT1L
4501,4501_at,0.00634,1.2e-4,4.5955697,1.180121,1.1904277,ENSG00000187193,MT1X
4502,4502_at,0.668,0.343,0.9667307,-5.907759,0.346676,ENSG00000125148,MT2A
4504,4504_at,0.706,0.388,0.878927,-5.986855,0.357192,ENSG00000087250,MT3
4507,4507_at,0.751,0.453,0.7626699,-6.080701,0.2247238,ENSG00000099810,MTAP
4515,4515_at,0.0817,0.00818,2.8871626,-2.774566,0.7692091,ENSG00000214827,MTCP1
4520,4520_at,0.124,0.0157,-2.6044657,-3.364645,-0.6354598,ENSG00000188786,MTF1
4521,4521_at,0.688,0.367,-0.9203454,-5.950415,-0.2473175,ENSG00000106268,NUDT1
4522,4522_at,0.4,0.119,1.6178573,-5.116798,0.4213952,ENSG00000100714,MTHFD1
4524,4524_at,0.976,0.928,-0.0908971,-6.367312,-0.0162696,ENSG00000177000,MTHFR
4528,4528_at,0.401,0.12,1.6130654,-5.123833,0.351768,ENSG00000085760,MTIF2
4534,4534_at,0.23,0.0445,2.1221526,-4.290301,0.5460869,ENSG00000171100,MTM1
4542,4542_at,0.0804,0.00799,-2.8973108,-2.752842,-1.0118068,ENSG00000142347,MYO1F
4543,4543_at,0.00605,1.08e-4,4.6391577,1.284517,1.4053776,ENSG00000168412,MTNR1A
4544,4544_at,0.866,0.654,0.4533824,-6.267896,0.1300464,ENSG00000134640,MTNR1B
4547,4547_at,0.0484,0.00358,3.2345345,-2.012905,1.2275715,ENSG00000138823,MTTP
4548,4548_at,0.185,0.0303,2.3051641,-3.952688,0.3929437,ENSG00000116984,MTR
4552,4552_at,0.789,0.515,0.660431,-6.152759,0.1258616,ENSG00000124275,MTRR
4580,4580_at,0.429,0.136,-1.5419172,-5.226324,-0.3920812,ENSG00000173171,MTX1
4582,4582_at,0.88,0.687,0.4082582,-6.287421,0.1713296,ENSG00000185499,MUC1
4583,4583_at,0.676,0.353,0.9465472,-5.926558,0.1339966,ENSG00000198788,MUC2
4583,4583_at,0.676,0.353,0.9465472,-5.926558,0.1339966,ENSG00000278466,MUC2
4583,4583_at,0.676,0.353,0.9465472,-5.926558,0.1339966,ENSG00000284971,
4584,4584_at,0.804,0.539,-0.6234476,-6.176372,-0.1653222,ENSG00000169894,MUC3A
4585,4585_at,0.439,0.142,1.5176821,-5.260381,0.2505148,ENSG00000273822,MUC4
4585,4585_at,0.439,0.142,1.5176821,-5.260381,0.2505148,ENSG00000273984,MUC4
4585,4585_at,0.439,0.142,1.5176821,-5.260381,0.2505148,ENSG00000278468,MUC4
4585,4585_at,0.439,0.142,1.5176821,-5.260381,0.2505148,ENSG00000275164,MUC4
4585,4585_at,0.439,0.142,1.5176821,-5.260381,0.2505148,ENSG00000145113,MUC4
4585,4585_at,0.439,0.142,1.5176821,-5.260381,0.2505148,ENSG00000276613,MUC4
4585,4585_at,0.439,0.142,1.5176821,-5.260381,0.2505148,ENSG00000277585,MUC4
4585,4585_at,0.439,0.142,1.5176821,-5.260381,0.2505148,ENSG00000278303,MUC4
4586,4586_at,0.954,0.867,-0.1692696,-6.356998,-0.0346328,ENSG00000283158,MUC5AC
4586,4586_at,0.954,0.867,-0.1692696,-6.356998,-0.0346328,ENSG00000215182,MUC5AC
4588,4588_at,0.527,0.206,-1.300596,-5.545276,-0.2422137,ENSG00000283350,MUC6
4588,4588_at,0.527,0.206,-1.300596,-5.545276,-0.2422137,ENSG00000277518,MUC6
4588,4588_at,0.527,0.206,-1.300596,-5.545276,-0.2422137,ENSG00000184956,MUC6
4588,4588_at,0.527,0.206,-1.300596,-5.545276,-0.2422137,ENSG00000277281,MUC6
4589,4589_at,0.999,0.995,-0.0063076,-6.371474,-0.0010894,ENSG00000171195,MUC7
4591,4591_at,0.596,0.265,-1.1419341,-5.729432,-0.259924,ENSG00000108395,TRIM37
4593,4593_at,0.94,0.827,-0.2205016,-6.346906,-0.04109,ENSG00000030304,MUSK
4594,4594_at,0.394,0.116,1.6308962,-5.09757,0.3412377,ENSG00000146085,MMUT
4595,4595_at,0.861,0.641,-0.472285,-6.25912,-0.090811,ENSG00000132781,MUTYH
4597,4597_at,0.213,0.0388,-2.1883362,-4.170295,-0.5577753,ENSG00000167508,MVD
4598,4598_at,0.372,0.103,-1.6937704,-5.003152,-0.467877,ENSG00000110921,MVK
4599,4599_at,0.978,0.935,-0.0826934,-6.368033,-0.0310471,ENSG00000157601,MX1
